호선명,지하철역,역사명,노선명,시,구,동,법정동코드,산존재여부,X좌표,Y좌표,사용월,"06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원"
6호선,이태원,이태원,6호선,서울,용산구,이태원동,1117013000,N,126.9937217,37.53448328,202107,4341,7107,8037,9764,11917,20832,8579,18284
6호선,이태원,이태원,6호선,서울,용산구,이태원동,1117013000,N,126.9937217,37.53448328,202106,4506,7071,8905,10643,13616,25199,9764,21120
6호선,이태원,이태원,6호선,서울,용산구,이태원동,1117013000,N,126.9937217,37.53448328,202105,4371,7052,8309,10049,12727,23291,9704,19690
6호선,이태원,이태원,6호선,서울,용산구,이태원동,1117013000,N,126.9937217,37.53448328,202104,4345,6735,8811,11233,13514,26480,9693,20908
6호선,이태원,이태원,6호선,서울,용산구,이태원동,1117013000,N,126.9937217,37.53448328,202103,4230,6520,8820,11731,13537,27293,9746,20321
6호선,이태원,이태원,6호선,서울,용산구,이태원동,1117013000,N,126.9937217,37.53448328,202102,3260,5519,6489,8615,10652,17174,7750,15045
6호선,이태원,이태원,6호선,서울,용산구,이태원동,1117013000,N,126.9937217,37.53448328,202101,3383,6248,7134,9103,11082,18130,8313,15742
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202212,14975,3586,39256,5110,49707,10451,27314,8185
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202211,16007,3542,41422,5366,51491,11152,28256,9293
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202210,15726,3657,39153,5383,47463,10788,27137,8810
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202209,15348,3648,38936,5129,46282,10225,25766,9130
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202208,15232,3691,37784,5212,46840,9474,24681,7482
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202207,15611,3997,39452,5711,47811,10097,25861,8116
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202206,15224,3993,39991,5593,47435,10700,25855,8327
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202205,16146,4236,41696,6081,49651,11218,27453,9040
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202204,15462,3776,38894,5627,46545,10655,24907,8186
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202203,13857,3665,36276,4991,42810,9720,22875,7435
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202202,11571,3088,29417,3961,37923,7923,19896,6404
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202201,13025,3582,33798,4542,44380,9398,23531,7395
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202112,15109,3966,37694,5018,49163,10462,24482,7306
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202111,15407,3818,39610,5323,49605,10742,25141,7587
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202110,14204,3924,35428,5020,42686,9822,23636,7368
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202109,13340,3289,33366,4835,39590,9044,21778,6880
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202108,13992,3658,32982,4829,40619,8908,21882,7073
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202107,15248,3675,36152,5375,43842,10004,23010,7394
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202106,15590,3667,40317,5343,47834,10423,24752,7691
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202105,14181,3689,35624,5001,43631,9499,23602,7352
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202104,15116,3393,39704,5133,47882,10086,24474,7458
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202103,14598,3349,39885,5121,47249,10156,24863,7012
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202102,11220,3060,29357,3915,37309,7977,20149,5608
6호선,증산,증산,6호선,서울,은평구,증산동,1138011000,N,126.9100576,37.58419548,202101,12217,3242,31125,4337,39598,8356,20693,5737
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202212,5081,2363,14093,6475,17324,5859,9049,3946
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202211,5233,2200,14591,6248,18222,6982,9397,4521
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202210,5213,2234,13975,6211,16830,6495,8892,4273
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202209,5007,2312,13819,5154,16838,6826,8190,4045
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202208,4865,2041,13986,4513,16716,5592,8066,3458
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202207,4988,2009,14666,4825,17051,5929,8702,3913
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202206,4987,2295,14415,6951,16682,5907,8343,3873
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202205,5250,2225,14919,6861,17174,6471,8616,3743
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202204,4799,1990,13859,7125,15806,6311,8332,3307
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202203,4464,1776,12723,6040,14081,6224,7535,2834
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202202,3687,1131,9944,1879,12413,4724,6617,2696
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202201,4183,1306,11727,3065,15054,5399,8031,3113
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202112,4505,1614,12944,6490,16550,5897,8476,3185
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202111,4757,1638,13677,5193,17345,6477,8592,3202
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202110,4458,1665,12141,4784,14646,5722,7762,2789
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202109,4295,1524,11583,4833,13349,5183,7015,2513
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202108,4535,1629,11448,4087,13731,4832,7605,2864
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202107,4960,1717,12643,4267,14970,5248,7864,3106
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202106,5279,2059,14596,6774,16394,5990,8401,3131
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202105,4860,1977,13017,5159,14895,5787,7955,2951
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202104,5182,1989,14857,6183,16403,6755,8401,2978
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202103,5019,1914,14892,6384,16712,6634,8406,3034
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202102,3620,1049,10581,2023,13017,4594,7018,2549
6호선,창신,창신,6호선,서울,종로구,창신동,1111017400,N,127.0152112,37.58001689,202101,4081,1261,10643,2721,14004,5060,7121,2613
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202212,2582,2342,6750,5991,10008,22666,6451,11950
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202211,2685,2477,7302,6663,10591,22887,6679,11790
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202210,2691,2563,7040,6676,9913,21565,6387,10792
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202209,2837,2354,7002,6577,9617,21156,6334,10281
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202208,2813,2378,6922,6463,9301,20332,5728,10379
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202207,2952,2579,6991,6825,9188,21144,6133,10554
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202206,3009,2521,7038,6759,9180,21669,5999,10228
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202205,3227,2773,7173,7304,9746,22566,6073,10313
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202204,2934,2560,6855,6937,9271,22118,5626,10297
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202203,2582,2356,6196,6470,8328,21392,5009,9657
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202202,2073,1803,4839,5251,7292,18489,4675,8825
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202201,2260,1975,5731,5463,8781,20742,5421,9994
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202112,2474,2028,6553,5849,9619,23250,5664,10879
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202111,2463,2386,6712,6364,9941,24187,5837,11101
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202110,2473,2214,5985,6141,8713,22475,5494,10253
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202109,2358,2202,5943,6237,8178,21214,5101,9461
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202108,2430,2190,5951,5932,8269,20283,5318,9523
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202107,2708,2304,6274,6815,8907,23251,5526,10129
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202106,2999,2344,7070,6993,9968,24775,5686,10460
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202105,2868,2422,6283,6538,8805,22419,5446,9760
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202104,2868,2544,6914,7233,9618,25268,5626,10449
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202103,2824,2429,7251,6965,10006,26143,5774,10916
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202102,2232,1682,5093,4807,7607,18712,4739,8678
6호선,청구,청구,6호선,서울,중구,신당동,1114016200,N,127.013806,37.56029391,202101,2291,1638,5418,5115,7891,20027,4711,8996
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202212,7199,2442,18481,3883,23140,8874,12171,7270
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202211,7738,2643,19682,4498,24364,10386,12680,8619
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202210,7551,3138,18727,4392,22081,9546,12080,8294
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202209,7354,2697,19010,4370,21875,9913,11395,7735
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202208,7522,2718,18819,3754,20779,7688,10987,6254
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202207,7459,2731,19450,3911,21226,7855,11433,6406
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202206,7126,2856,19137,4163,21411,8168,11446,6722
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202205,7799,3094,20019,4506,22801,9625,11831,8892
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202204,6618,2593,18813,3932,21219,8288,11071,6458
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202203,6046,2396,17337,3657,19730,7500,9891,5682
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202202,4960,1999,14034,2747,16613,5895,8753,4797
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202201,5762,2275,16317,2914,19086,6590,10404,5597
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202112,6629,2712,17819,3674,21174,7285,10482,6198
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202111,6818,2919,18179,3936,21845,7675,10993,6318
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202110,6320,3025,15864,3657,18913,7093,10559,6158
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202109,5937,2570,15467,3096,17493,6464,9563,5558
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202108,6003,2676,15867,3149,17925,6627,9755,5818
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202107,6831,2644,16871,3354,19462,7408,10245,5929
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202106,7117,2756,18472,3967,20939,7696,10689,6292
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202105,6726,2786,16292,4015,19095,7052,9958,6796
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202104,6948,2823,18526,3946,21015,7673,10517,6096
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202103,6679,2892,19017,3725,20933,7543,10227,6091
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202102,5145,2050,13991,2551,16324,5602,8435,4668
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202101,5711,2203,14654,2761,17426,5988,8706,4897
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202212,7199,2442,18481,3883,23140,8874,12171,7270
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202211,7738,2643,19682,4498,24364,10386,12680,8619
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202210,7551,3138,18727,4392,22081,9546,12080,8294
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202209,7354,2697,19010,4370,21875,9913,11395,7735
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202208,7522,2718,18819,3754,20779,7688,10987,6254
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202207,7459,2731,19450,3911,21226,7855,11433,6406
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202206,7126,2856,19137,4163,21411,8168,11446,6722
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202205,7799,3094,20019,4506,22801,9625,11831,8892
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202204,6618,2593,18813,3932,21219,8288,11071,6458
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202203,6046,2396,17337,3657,19730,7500,9891,5682
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202202,4960,1999,14034,2747,16613,5895,8753,4797
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202201,5762,2275,16317,2914,19086,6590,10404,5597
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202112,6629,2712,17819,3674,21174,7285,10482,6198
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202111,6818,2919,18179,3936,21845,7675,10993,6318
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202110,6320,3025,15864,3657,18913,7093,10559,6158
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202109,5937,2570,15467,3096,17493,6464,9563,5558
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202108,6003,2676,15867,3149,17925,6627,9755,5818
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202107,6831,2644,16871,3354,19462,7408,10245,5929
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202106,7117,2756,18472,3967,20939,7696,10689,6292
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202105,6726,2786,16292,4015,19095,7052,9958,6796
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202104,6948,2823,18526,3946,21015,7673,10517,6096
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202103,6679,2892,19017,3725,20933,7543,10227,6091
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202102,5145,2050,13991,2551,16324,5602,8435,4668
6호선,태릉입구,태릉입구,6호선,서울,노원구,공릉동,1135010300,N,127.0753684,37.61851378,202101,5711,2203,14654,2761,17426,5988,8706,4897
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202212,1337,7789,3171,19840,5486,38948,4674,28135
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202211,1473,8439,3329,21465,6025,42602,5404,29938
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202210,1735,8099,3074,19897,6032,39265,4899,28063
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202209,1489,7912,3106,19748,5881,38883,4873,26642
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202208,1468,7970,2988,20180,5032,37768,3800,26441
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202207,1409,7619,3019,19125,5091,37641,3746,27207
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202206,1355,7495,3060,18523,4948,39177,3985,27021
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202205,1549,7625,3230,19901,5305,40715,4486,28449
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202204,1182,6977,2815,17980,4851,37124,4042,26092
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202203,1042,6466,2533,16494,4162,33606,3578,23101
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202202,929,5744,2059,14336,3470,27380,2936,21504
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202201,1065,6203,2401,16079,4315,32916,3332,25887
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202112,1105,6666,2758,17960,4530,35756,3672,28254
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202111,1166,7268,3037,18676,4967,37987,3817,28644
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202110,1113,6808,2573,16324,4282,32057,3473,24589
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202109,1227,6327,2538,15477,3883,28098,3228,22266
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202108,1170,6570,2616,16082,3833,28277,3243,23006
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202107,1238,6906,2864,17480,4342,30976,3347,24647
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202106,1171,6738,3023,19009,4648,35317,3686,27053
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202105,1267,7058,2627,17206,4321,31469,3637,23635
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202104,1262,7198,2826,18842,4650,34874,3761,26407
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202103,1270,6994,2860,18957,4828,35939,3807,27039
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202102,1051,5612,2222,14571,3858,25784,2805,21236
6호선,한강진,한강진,6호선,서울,용산구,한남동,1117013100,N,127.0017483,37.54029515,202101,1135,5992,2429,16304,3795,27805,3092,22637
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202212,5774,6655,13259,15946,20080,43755,14454,29413
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202211,5996,7133,14327,16716,21632,44957,16361,30892
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202210,5834,7838,13508,16121,20522,41283,16179,29074
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202209,5485,7283,13578,16182,20156,42112,15477,28161
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202208,5575,7306,12585,16453,19291,42009,13737,28747
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202207,5758,7558,13305,17034,20060,43003,14159,29052
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202206,6023,7234,14106,16202,20413,41315,14508,27931
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202205,6479,7451,14695,17271,22310,44103,16059,29679
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202204,5467,6227,13670,15980,21293,41930,14699,26552
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202203,4825,5434,12655,14388,18533,37101,12901,23995
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202202,3980,4558,8981,11770,15248,32358,10740,21203
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202201,4503,5292,10165,14209,17701,38397,12356,25156
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202112,5218,5974,12138,15879,19351,42008,12971,26718
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202111,5567,6542,12774,16198,20397,43140,13813,28310
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202110,5122,5952,11656,14827,18159,36874,12878,25252
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202109,4823,5296,10603,13833,16424,33847,11448,22571
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202108,4819,5730,10939,14578,17286,35570,11823,23269
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202107,5246,6153,11982,15838,18922,39240,12841,24634
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202106,5830,6529,13609,17025,20314,43415,13845,26847
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202105,5192,6016,12190,15086,18227,37992,13120,24750
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202104,5477,6013,13323,16209,19900,41778,13111,26600
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202103,5167,6015,13356,15743,19566,41761,12762,26483
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202102,3805,4855,9197,11726,15455,33048,10366,21601
6호선,합정,합정,6호선,서울,마포구,합정동,1144012200,N,126.9131909,37.54925919,202101,4188,5205,9370,12777,15944,34777,10937,21522
6호선,화랑대,화랑대,6호선,서울,노원구,공릉동,1135010300,N,127.0837446,37.61989439,202212,20784,2686,60647,7308,57397,14274,27518,10226
6호선,화랑대,화랑대,6호선,서울,노원구,공릉동,1135010300,N,127.0837446,37.61989439,202211,21500,2810,62803,7590,60620,19024,28810,14561
6호선,화랑대,화랑대,6호선,서울,노원구,공릉동,1135010300,N,127.0837446,37.61989439,202210,20325,3170,58286,7690,54938,18523,27471,14007
6호선,화랑대,화랑대,6호선,서울,노원구,공릉동,1135010300,N,127.0837446,37.61989439,202209,20329,3041,59136,7678,54659,18044,26457,13694
6호선,화랑대,화랑대,6호선,서울,노원구,공릉동,1135010300,N,127.0837446,37.61989439,202208,21341,2941,57690,6708,50743,11801,23866,7033
6호선,화랑대,화랑대,6호선,서울,노원구,공릉동,1135010300,N,127.0837446,37.61989439,202207,21662,3055,58716,6839,52930,14105,25593,7434
6호선,화랑대,화랑대,6호선,서울,노원구,공릉동,1135010300,N,127.0837446,37.61989439,202206,20954,2923,58416,7399,52143,12961,25949,9175
6호선,화랑대,화랑대,6호선,서울,노원구,공릉동,1135010300,N,127.0837446,37.61989439,202205,22380,3193,61356,8020,56736,16596,27330,11148
6호선,화랑대,화랑대,6호선,서울,노원구,공릉동,1135010300,N,127.0837446,37.61989439,202204,20132,2629,57119,7537,52146,15490,24892,10054
6호선,화랑대,화랑대,6호선,서울,노원구,공릉동,1135010300,N,127.0837446,37.61989439,202203,19046,2240,54066,6853,49106,11696,22426,7986
6호선,화랑대,화랑대,6호선,서울,노원구,공릉동,1135010300,N,127.0837446,37.61989439,202202,15872,1919,45859,4277,42738,7929,19849,6101
6호선,화랑대,화랑대,6호선,서울,노원구,공릉동,1135010300,N,127.0837446,37.61989439,202201,18236,2244,53593,5109,49625,9154,23779,6179
6호선,화랑대,화랑대,6호선,서울,노원구,공릉동,1135010300,N,127.0837446,37.61989439,202112,19965,2515,58614,6806,55181,12512,24891,7629
6호선,화랑대,화랑대,6호선,서울,노원구,공릉동,1135010300,N,127.0837446,37.61989439,202111,20384,2668,59832,6919,56389,13368,25623,8675
