,pca1,pca2,pca3,pca4,pca5,pca6,gmm_cluster,index,X좌표,Y좌표,NODE_ID
209,2.001121681632123,0.08339920367899785,-1.3204718255171786,0.36886985020522417,-0.6833292336380015,-0.24775679486390062,8,10650,127.0343618,37.48377343,121900081
206,5.7866004751652405,-0.06210986741729096,-0.7033916922846497,3.2027067619178897,2.214775048741391,-0.8345694902935614,8,11554,127.1040886,37.51480079,123000046
203,7.171497159072756,-0.23028302187898766,1.4321065685209364,3.742897913190613,4.176089965679949,-1.481714055671911,8,11923,127.1028459,37.51213093,123000623
202,5.965008919832667,-0.1590903984544214,-0.38607523662185905,3.1195187811929923,2.1926378692915107,-0.8411929099932827,8,11553,127.1030253,37.51415201,123000045
201,5.5556394329819625,-0.3773309170431738,-0.9119272508647253,2.5321044036783937,1.6813548337415163,-2.2264937334195563,8,11847,127.0991375,37.51506727,123000511
200,6.122427406188956,-0.3259131167371666,-0.6004690467025654,2.391272365778987,1.5866020152551163,-2.214309664520885,8,11552,127.0994435,37.51460655,123000044
235,6.8986348739823296,-0.6269028672719197,1.6227369017953075,3.311977668814895,2.8887680708668992,-1.14115112157191,8,11892,127.100831,37.512577,123000579
219,2.063401655629099,0.11967866800337183,-1.701936148917114,0.01614682658428002,-0.7497800899150168,-0.7639566466401234,8,11430,127.0366159,37.48467026,122900030
236,3.0512883544977187,-0.9347356430926604,-1.7874389786685563,2.7199577287998316,-0.4354905234745994,-1.032090860170638,8,11863,127.10076129999999,37.51704651,123000530
278,2.050519025130129,-1.8128927518371825,0.12325621746600389,2.824953367294429,0.08696721158448739,-1.2706704655548844,8,11547,127.11313179999999,37.51860087,123000038
242,2.6260768746949696,-1.0832987513692671,-1.6354641271060304,2.8329183334013033,-0.4925604665074678,-0.8767551275707678,8,11550,127.10066,37.51715,123000041
1138,1.742132810158312,0.04808241288149346,-1.896316005436669,3.2697647818726066,-1.8719717312813577,-0.26906042605756086,8,8686,126.9247117,37.52147547,118000071
1137,1.6515370034123564,-0.24338225904217323,-1.7641826231513305,2.5827085039852506,-1.913896802908519,-1.1849891099663123,8,8803,126.93206470000001,37.52092035,118000200
1135,1.6553598445409698,-0.23998188154689573,-1.7662376143144247,2.5844306183331125,-1.9132553215000772,-1.1792122601774944,8,8963,126.932093,37.52088612,118000548
1132,1.536515193191781,0.15056950004945935,-2.4347270871919053,3.4201664862522634,-1.5762726936428773,-0.49558371129064965,8,8685,126.92475209999999,37.52062937,118000070
1130,1.8694821000487853,0.09848988962647598,-2.253311390414815,3.19095589401641,-1.3326398159428077,-0.19223436311184564,8,8680,126.9317166,37.51930358,118000065
1121,1.6810891950952471,0.009302609151364907,-1.7632917023545198,3.4840870306794187,-1.1695817010960783,0.17830513223588154,8,8681,126.9301771,37.5179276,118000066
1118,1.7326685372886272,-0.026963450287831477,-2.0391334060342996,3.2131992590791323,-1.2846633347595362,-0.2398944099237307,8,8679,126.9323106,37.51924625,118000064
1117,0.5671319998206222,-0.5503098191515414,-1.3183714188429239,4.142285878957114,-0.5094033385107098,-0.27558485450659914,8,9366,126.92791509999998,37.51551756,119000310
1115,1.1533145249746535,-0.305264823269028,-1.241127239307644,3.2812792814692906,-1.4741153156404807,0.09770754339051738,8,8678,126.933972,37.518519,118000063
1113,1.726282951891579,-0.2597776252573156,-1.1194984692824836,3.166398854621609,-1.5413653749118488,-0.04867690204901865,8,9023,126.9290767,37.52497849,118000617
1112,2.51090698608588,0.054652681159045036,-0.8468570818828466,3.6526129905715634,-0.9035338860600975,0.2679315336204617,8,8630,126.92415079999999,37.52547209,118000007
1111,2.521408524034263,0.06313810909761051,-0.8618047542175084,3.647928133832884,-0.9074058187761884,0.2798654916987006,8,8929,126.9241,37.525316,118000513
1110,1.152667831525971,-0.6803763284679797,-1.0775980643210956,2.31704327818355,-2.3696552385040937,-1.0026044500915912,8,8676,126.93459080000001,37.52109569,118000061
1108,1.278518714327925,-0.4159408397166337,-0.925470836120381,3.2005056593271255,-1.4696529373408003,0.04825341908230396,8,8677,126.93457169999999,37.51838607,118000062
1106,2.4542505690243033,-0.2136977631093529,-0.3618520151904028,3.3500173020922106,-0.9091833933849937,0.03216847468547313,8,8928,126.9243413,37.526169700000004,118000512
1105,1.3889193512947926,-0.7480933083103128,-0.6812763419684496,2.358128693715995,-1.9564843966075431,-1.160561706732408,8,8675,126.9351905,37.52104285,118000060
1104,1.3889193512947926,-0.7480933083103128,-0.6812763419684496,2.358128693715995,-1.9564843966075431,-1.160561706732408,8,8936,126.935143,37.5210176,118000521
1102,2.1923733933747975,-0.22604015991631654,-0.5282822766021373,3.4114484569642007,-0.8702792958150454,0.0652528750175011,8,8631,126.9246697,37.52605934,118000008
1100,1.1365823296173818,-0.2636244185969822,-1.3883748702151886,3.615058522107033,-1.2079354489242715,-0.0593471268041123,8,8806,126.923253,37.523355,118000203
